"Student.ID","Course","Term.Code","Earned.Academic.Credit","Final.Letter.Grade.Group","Final.Letter.Grade","GPA.Quality.Points"
8329631,"ISA235","202020",NA,"A","A-",3.7
8329631,"ISA245","202110",NA,"A","A-",3.7
8329631,"ISA281","202110",NA,"B","B+",3.3
8329631,"ISA291","202120",NA,"B","B+",3.3
8329631,"ISA401","202210",NA,"A","A-",3.7
8329631,"ISA414","202220",NA,"B","B+",3.3
8329631,"ISA444","202220",NA,"B","B",3
8329631,"ISA491","202210",NA,"A","A",4
8329631,"ISA495","202220",NA,"A","A-",3.7
8329631,"MGT291","202210",NA,"A","A",4
8330104,"ACC221","202010",NA,"A","A-",3.7
8330104,"BUS104","201910",NA,"A","A-",3.7
8330104,"CSE148","201920",NA,"A","A",4
8330104,"ECO201","202010",NA,"A","A",4
8330104,"ISA225","202010",NA,"A","A-",3.7
8330104,"ISA245","202110",NA,"A","A",4
8330104,"ISA291","202110",NA,"A","A-",3.7
8330104,"ISA365","202220",NA,"A","A",4
8330104,"ISA401","202120",NA,"A","A-",3.7
8330104,"ISA414","202120",NA,"A","A",4
8330104,"ISA444","202210",NA,"B","B-",2.7
8330104,"ISA491","202120",NA,"A","A",4
8330104,"ISA495","202220",NA,"A","A",4
8330104,"MGT291","202210",NA,"A","A-",3.7
8330104,"MTH151","201910",NA,"B","B+",3.3
8330667,"ACC221","201910",NA,"A","A",4
8330667,"BUS104","201920",NA,"A","A+",4
8330667,"CSE148","201910",NA,"A","A",4
8330667,"ECO201","202010",NA,"A","A+",4
8330667,"FIN301","202115",NA,"A","A+",4
8330667,"ISA225","201920",NA,"A","A+",4
8330667,"ISA235","202010",NA,"A","A",4
8330667,"ISA245","202020",NA,"A","A+",4
8330667,"ISA281","202110",NA,"A","A+",4
8330667,"ISA291","202020",NA,"A","A+",4
8330667,"ISA301","202210",NA,"A","A+",4
8330667,"ISA303","202030",NA,"A","A+",4
8330667,"ISA321","202120",NA,"A","A+",4
8330667,"ISA387","202110",NA,"A","A",4
8330667,"ISA401","202220",NA,"A","A",4
8330667,"ISA405","202220",NA,"A","A+",4
8330667,"ISA406","202120",NA,"A","A",4
8330667,"ISA414","202210",NA,"A","A+",4
8330667,"ISA491","202220",NA,"A","A+",4
8330667,"ISA495","202210",NA,"A","A+",4
8330667,"MGT291","202120",NA,"A","A",4
8332131,"ACC221","201920",NA,"A","A",4
8332131,"BUS104","201910",NA,"A","A+",4
8332131,"CSE148","201920",NA,"A","A",4
8332131,"FIN301","202020",NA,"A","A",4
8332131,"ISA235","202010",NA,"A","A",4
8332131,"ISA245","202110",NA,"A","A-",3.7
8332131,"ISA291","202110",NA,"A","A",4
8332131,"MGT291","202020",NA,"A","A",4
8332243,"ACC221","201920",NA,"C","C+",2.3
8332243,"BUS104","201910",NA,"B","B+",3.3
8332243,"CSE148","201920",NA,"B","B",3
8332243,"ECO201","201920",NA,"C","C+",2.3
8332243,"FIN301","202010",NA,"D","D",1
8332243,"ISA225","202020",NA,"B","B",3
8332243,"ISA235","202010",NA,"B","B-",2.7
8332243,"ISA245","202020",NA,"B","B",3
8332243,"ISA321","202220",NA,"C","C",2
8332243,"ISA365","202210",NA,"C","C",2
8332243,"ISA401","202110",NA,"A","A-",3.7
8332243,"ISA414","202210",NA,"B","B-",2.7
8332243,"ISA491","202220",NA,"C","C+",2.3
8332243,"MGT291","202120",NA,"B","B-",2.7
8332399,"ACC221","201910",NA,"A","A",4
8332399,"BUS104","201920",NA,"A","A+",4
8332399,"CSE148","201910",NA,"A","A-",3.7
8332399,"ISA225","202020",NA,"A","A",4
8332399,"ISA235","202010",NA,"A","A",4
8332399,"MGT291","202020",NA,"A","A",4
8332566,"ACC221","201910",NA,"B","B+",3.3
8332566,"BUS104","201910",NA,"A","A",4
8332566,"CSE148","201920",NA,"B","B+",3.3
8332566,"ECO201","202010",NA,"A","A-",3.7
8332566,"FIN301","202120",NA,"B","B+",3.3
8332566,"ISA225","201920",NA,"B","B",3
8332566,"ISA235","202020",NA,"B","B+",3.3
8332566,"ISA245","202110",NA,"B","B+",3.3
8332566,"ISA281","202120",NA,"B","B",3
8332566,"ISA291","202020",NA,"A","A-",3.7
8332566,"ISA365","202210",NA,"B","B",3
8332566,"ISA401","202210",NA,"A","A",4
8332566,"ISA512","202310",NA,"A","A",4
8332566,"ISA514","202220",NA,"B","B",3
8332566,"ISA591","202120",NA,"A","A",4
8332566,"ISA616","202310",NA,"B","B+",3.3
8332566,"ISA630","202320",NA,"A","A",4
8332566,"ISA632","202320",NA,"B","B",3
8332566,"ISA633","202320",NA,"A","A",4
8332566,"ISA634","202320",NA,"A","A",4
8332566,"ISA650","202315",NA,"A","A",4
8332566,NA,"202320",NA,"A","A",4
8332566,"ISA677","202310",NA,"B","B",3
8332809,"ACC221","201920",NA,"B","B-",2.7
8332809,"BUS104","201910",NA,"A","A",4
8332809,"CSE148","201920",NA,"A","A",4
8332809,"ISA225","202010",NA,"B","B-",2.7
8332809,"ISA235","202010",NA,"B","B+",3.3
8332809,"ISA245","202020",NA,"B","B+",3.3
8332809,"ISA303","202110",NA,"B","B",3
8332809,"ISA387","202210",NA,"B","B",3
8332809,"ISA401","202120",NA,"A","A-",3.7
8332809,"ISA414","202120",NA,"A","A",4
8332809,"ISA444","202210",NA,"C","C+",2.3
8332809,"MGT291","202020",NA,"A","A",4
8332809,"MTH151","201910",NA,"A","A",4
8332899,"ACC221","201910",NA,"C","C",2
8332899,"BUS104","201910",NA,"B","B+",3.3
8332899,"CSE148","201920",NA,"A","A-",3.7
8332899,"ECO201","202010",NA,"B","B-",2.7
8332899,"ISA225","202010",NA,"B","B-",2.7
8332899,"ISA235","202030",NA,"A","A-",3.7
8332899,"ISA245","202110",NA,"B","B",3
8332899,"ISA281","202120",NA,"A","A",4
8332899,"ISA291","202020",NA,"B","B+",3.3
8332899,"ISA321","202110",NA,"A","A-",3.7
8332899,"ISA401","202210",NA,"B","B",3
8332899,"ISA414","202120",NA,"A","A-",3.7
8332899,"ISA444","202220",NA,"C","C",2
8332899,"ISA491","202210",NA,"B","B",3
8332899,"ISA495","202220",NA,"A","A",4
8332899,"MGT291","202020",NA,"B","B+",3.3
8332921,"ACC221","201920",NA,"A","A",4
8332921,"BUS104","201920",NA,"B","B+",3.3
8332921,"CSE148","201910",NA,"D","D+",1.3
8332921,NA,"201930",NA,"A","A+",4
8332921,"ECO201","202010",NA,"A","A-",3.7
8332921,"FIN301","202210",NA,"B","B",3
8332921,"ISA225","202110",NA,"B","B+",3.3
8332921,"ISA235","202030",NA,"B","B+",3.3
8332921,"ISA245","202110",NA,"B","B+",3.3
8332921,"ISA281","202120",NA,"C","C+",2.3
8332921,"ISA291","202120",NA,"A","A-",3.7
8332921,"ISA321","202310",NA,"C","C+",2.3
8332921,"ISA365","202220",NA,"B","B-",2.7
8332921,"ISA401","202210",NA,"C","C+",2.3
8332921,"ISA414","202220",NA,"B","B",3
8332921,"ISA491","202220",NA,"B","B+",3.3
8332921,"MGT291","202010",NA,"A","A",4
8332921,"MTH151","201910",NA,"C","C",2
8333381,"ACC221","201910",NA,"B","B",3
8333381,"BUS104","201910",NA,"B","B+",3.3
8333381,"CSE148","201920",NA,"A","A-",3.7
8333381,"ECO201","201920",NA,"A","A-",3.7
8333381,"FIN301","202020",NA,"A","A",4
8333381,"ISA245","202110",NA,"B","B+",3.3
8333381,"ISA281","202120",NA,"B","B",3
8333381,"ISA301","202110",NA,"B","B+",3.3
8333381,"ISA303","202210",NA,"B","B+",3.3
8333381,"ISA305","202220",NA,"A","A-",3.7
8333381,"ISA387","202210",NA,"A","A-",3.7
8333381,"ISA401","202120",NA,"B","B+",3.3
8333381,"ISA405","202120",NA,"A","A-",3.7
8333381,"ISA406","202220",NA,"A","A",4
8333381,"ISA491","202120",NA,"A","A-",3.7
8333381,"ISA495","202210",NA,"A","A",4
8333381,"MGT291","202010",NA,"A","A",4
8333453,"ACC221","201920",NA,"C","C-",1.7
8333453,"BUS104","201910",NA,"C","C",2
8333453,"CSE148","201920",NA,"B","B-",2.7
8333453,"ECO201","202010",NA,"B","B-",2.7
8333453,"FIN301","202120",NA,"B","B",3
8333453,"ISA225","202020",NA,"B","B+",3.3
8333453,"ISA245","202110",NA,"B","B+",3.3
8333453,"ISA281","202120",NA,"A","A-",3.7
8333453,"ISA291","202110",NA,"B","B-",2.7
8333453,"ISA401","202120",NA,"B","B",3
8333453,"ISA414","202220",NA,"B","B",3
8333453,"ISA444","202210",NA,"B","B",3
8333453,"ISA491","202210",NA,"B","B+",3.3
8333453,"ISA495","202220",NA,"A","A-",3.7
8333453,"MGT291","202010",NA,"A","A-",3.7
8333646,"ACC221","201920",NA,"B","B+",3.3
8333646,"BUS104","201910",NA,"C","C-",1.7
8333646,"CSE148","201920",NA,"B","B+",3.3
8333646,"ECO201","202010",NA,"B","B",3
8333646,"FIN301","202120",NA,"C","C+",2.3
8333646,"ISA225","202210",NA,"C","C",2
8333646,"MGT291","202115",NA,"C","C",2
8334557,"BUS104","201910",NA,"C","C-",1.7
8334557,"CSE148","201920",NA,NA,NA,1.7
8334557,"ECO201","202010",NA,"C","C",2
8334557,"ISA225","202110",NA,"C","C+",2.3
8334557,"ISA235","202020",NA,"B","B",3
8334557,"ISA512","202310",NA,"B","B",3
8334557,"ISA514","202310",NA,"B","B+",3.3
8334557,"ISA591","202310",NA,"A","A",4
8334557,"ISA616","202310",NA,"A","A-",3.7
8334557,"MGT291","202120",NA,"A","A",4
8335143,"ACC221","201920",NA,"A","A-",3.7
8335143,"BUS104","201910",NA,"A","A",4
8335143,"CSE148","201915",NA,"A","A-",3.7
8335143,"ECO201","201910",NA,"A","A-",3.7
8335143,"FIN301","202020",NA,"B","B+",3.3
8335143,"ISA225","201920",NA,"B","B",3
8335143,"ISA235","202010",NA,"B","B",3
8335143,"ISA245","202020",NA,"A","A",4
8335143,"ISA281","202110",NA,"A","A-",3.7
8335143,"ISA291","202030",NA,"A","A-",3.7
8335143,"ISA301","202020",NA,"A","A",4
8335143,"ISA303","202120",NA,"B","B+",3.3
8335143,"ISA414","202120",NA,"A","A",4
8335143,"ISA444","202120",NA,"B","B+",3.3
8335143,"ISA495","202120",NA,"A","A+",4
8335143,"ISA501","202110",NA,"A","A-",3.7
8335143,"ISA591","202110",NA,"C","C+",2.3
8335143,"MGT291","202020",NA,"A","A",4
8336578,"ACC221","201920",NA,"D","D",1
8336578,"BUS104","201910",NA,"B","B-",2.7
8336578,"CSE148","201920",NA,"B","B",3
8336578,"ECO201","202010",NA,"D","D",1
8336578,"ISA235","202010",NA,"C","C",2
8336578,"ISA301","202120",NA,"B","B+",3.3
8336578,"ISA303","202120",NA,"C","C",2
8336578,"ISA365","202220",NA,"B","B-",2.7
8336578,"ISA387","202210",NA,"B","B-",2.7
8336578,"ISA401","202210",NA,"B","B+",3.3
8336578,"ISA403","202120",NA,"C","C",2
8336578,"ISA406","202220",NA,"A","A",4
8336578,"ISA495","202220",NA,"B","B",3
8336578,"MGT291","202120",NA,"B","B-",2.7
8338269,"ACC221","202010",NA,"B","B+",3.3
8338269,"BUS104","201910",NA,"A","A-",3.7
8338269,"CSE148","201920",NA,"A","A",4
8338269,"ECO201","202010",NA,"B","B+",3.3
8338269,"FIN301","202115",NA,"A","A-",3.7
8338269,"ISA225","202010",NA,"A","A",4
8338269,"ISA245","202110",NA,"A","A-",3.7
8338269,"ISA281","202220",NA,"A","A",4
8338269,"ISA365","202220",NA,"A","A-",3.7
8338269,"ISA401","202120",NA,"B","B+",3.3
8338269,"ISA414","202210",NA,"B","B+",3.3
8338269,"ISA444","202210",NA,"B","B+",3.3
8338269,"ISA491","202120",NA,"A","A+",4
8338269,"ISA495","202210",NA,"A","A",4
8338269,"MGT291","202220",NA,"A","A",4
8338269,"MTH151","201910",NA,"A","A",4
8338485,"ACC221","201910",NA,"D","D",1
8338485,"BUS104","201910",NA,"B","B",3
8338485,"CSE148","201920",NA,"C","C-",1.7
8338485,"ECO201","202010",NA,"C","C+",2.3
8338485,"ISA225","202020",NA,"B","B-",2.7
8338485,"ISA235","202110",NA,"B","B-",2.7
8338485,"ISA245","202120",NA,"C","C",2
8338485,"ISA281","202120",NA,"C","C",2
8338485,"ISA291","202120",NA,"C","C+",2.3
8338485,"ISA321","202220",NA,"B","B",3
8338485,"ISA401","202210",NA,"B","B-",2.7
8338485,"ISA414","202210",NA,"C","C-",1.7
8338485,"ISA491","202210",NA,"D","D",1
8338485,"ISA495","202220",NA,"B","B",3
8338485,"MGT291","202010",NA,"A","A-",3.7
8338485,"MTH151","201920",NA,"D","D-",0.7
8338893,"ACC221","201920",NA,"B","B",3
8338893,"BUS104","201910",NA,"B","B+",3.3
8338893,"CSE148","201920",NA,"A","A-",3.7
8338893,"FIN301","202110",NA,"A","A",4
8338893,"ISA235","202010",NA,"B","B",3
8338893,"ISA281","202120",NA,"A","A-",3.7
8338893,"ISA365","202210",NA,"B","B",3
8338893,"ISA401","202120",NA,"B","B+",3.3
8338893,"ISA414","202220",NA,"B","B+",3.3
8338893,"ISA491","202120",NA,"B","B",3
8338893,"MGT291","202020",NA,"A","A",4
8339022,"CSE148","202120",NA,"B","B+",3.3
8339022,"ECO201","202020",NA,"B","B",3
8339022,"FIN301","202215",NA,"A","A",4
8339022,"ISA125","202120",NA,"C","C",2
8339022,"ISA225","202210",NA,"C","C+",2.3
8339022,"ISA235","202210",NA,"B","B+",3.3
8339022,"ISA245","202215",NA,"B","B",3
8339022,"ISA281","202220",NA,"B","B",3
8339022,"ISA291","202220",NA,"B","B-",2.7
8339022,"ISA303","202310",NA,"B","B+",3.3
8339022,"ISA321","202320",NA,"B","B-",2.7
8339022,"ISA365","202320",NA,"A","A-",3.7
8339022,"ISA401","202310",NA,"C","C+",2.3
8339022,"ISA414","202310",NA,"B","B",3
8339022,"ISA491","202310",NA,"B","B",3
8339022,"MGT291","202120",NA,"B","B",3
8339022,"MTH151","202030",NA,"A","A",4
8339335,"BUS104","202110",NA,"A","A+",4
8339335,"ECO201","202010",NA,"A","A+",4
8339335,"FIN301","202210",NA,"A","A-",3.7
8339335,"ISA235","202120",NA,"A","A",4
8339335,"ISA245","202210",NA,"A","A+",4
8339335,"ISA281","202120",NA,"A","A",4
8339335,"ISA291","202120",NA,"B","B+",3.3
8339335,"ISA365","202220",NA,"A","A",4
8339335,"ISA401","202220",NA,"A","A",4
8339335,"ISA414","202220",NA,"A","A-",3.7
8339335,"ISA491","202210",NA,"B","B+",3.3
8339335,"MGT291","202210",NA,"B","B+",3.3
8339335,"MTH151","201920",NA,"A","A+",4
8339550,"ACC221","201920",NA,"B","B",3
8339550,"BUS104","201910",NA,"A","A",4
8339550,"CSE148","201920",NA,"A","A-",3.7
8339550,"ECO201","201920",NA,"B","B",3
8339550,"FIN301","202010",NA,"B","B",3
8339550,"ISA225","202020",NA,"B","B-",2.7
8339550,"ISA235","202010",NA,"B","B",3
8339550,"ISA245","202020",NA,"B","B",3
8339550,"ISA281","202110",NA,"B","B-",2.7
8339550,"ISA321","202120",NA,"C","C+",2.3
8339550,"ISA401","202120",NA,"B","B",3
8339550,"ISA495","202120",NA,"B","B",3
8339550,"ISA512","202210",NA,"A","A",4
8339550,"ISA514","202210",NA,"A","A-",3.7
8339550,"ISA591","202210",NA,"A","A",4
8339550,"ISA616","202210",NA,"A","A",4
8339550,"ISA630","202220",NA,"A","A",4
8339550,"ISA632","202220",NA,"A","A",4
8339550,"ISA633","202220",NA,"A","A",4
8339550,"ISA634","202220",NA,"A","A-",3.7
8339550,"ISA650","202215",NA,"A","A",4
8339550,NA,"202220",NA,"A","A",4
8339550,"MGT291","202020",NA,"A","A",4
8339919,"ACC221","202010",NA,"C","C+",2.3
8339919,"CSE148","202030",NA,"B","B",3
8339919,"FIN301","202215",NA,"C","C",2
8339919,"ISA235","202110",NA,"B","B-",2.7
8339919,"ISA245","202120",NA,"C","C",2
8339919,"ISA321","202220",NA,"B","B",3
8339919,"ISA365","202220",NA,"B","B+",3.3
8339919,"ISA401","202210",NA,"B","B",3
8339919,"ISA414","202210",NA,"B","B+",3.3
8339919,"ISA491","202120",NA,"B","B-",2.7
8339919,"ISA495","202220",NA,"A","A",4
8339919,"MGT291","202120",NA,"B","B",3
8340310,"CSE148","202010",NA,"B","B",3
8340310,"ISA281","202210",NA,"B","B-",2.7
8340310,"ISA291","202030",NA,"C","C",2
8340310,"ISA365","202220",NA,"C","C",2
8340310,"ISA401","202120",NA,"C","C",2
8340310,"ISA414","202210",NA,"B","B+",3.3
8340310,"ISA491","202120",NA,"C","C-",1.7
8340310,"MTH151","201910",NA,"D","D",1
8340310,NA,"201930",NA,"C","C-",1.7
8340355,"ACC221","201910",NA,"B","B",3
8340355,"BUS104","201910",NA,"B","B-",2.7
8340355,"CSE148","201920",NA,"A","A",4
8340355,"FIN301","202020",NA,"B","B",3
8340355,"ISA225","202010",NA,"B","B",3
8340355,"ISA235","202020",NA,"B","B",3
8340355,"ISA291","202110",NA,"C","C+",2.3
8340355,"ISA491","202120",NA,"B","B",3
8340355,"MGT291","202020",NA,"A","A",4
8340511,"ACC221","201910",NA,"A","A",4
8340511,"BUS104","201910",NA,"A","A",4
8340511,"CSE148","201920",NA,"A","A",4
8340511,"ECO201","202010",NA,"A","A+",4
8340511,"FIN301","202120",NA,"A","A",4
8340511,"ISA225","202020",NA,"A","A+",4
8340511,"ISA235","202010",NA,"A","A",4
8340511,"ISA245","202020",NA,"A","A",4
8340511,"ISA281","202020",NA,"A","A",4
8340511,"ISA291","202030",NA,"A","A",4
8340511,"ISA365","202110",NA,"A","A+",4
8340511,"ISA401","202110",NA,"A","A-",3.7
8340511,"ISA444","202110",NA,"A","A",4
8340511,"ISA495","202110",NA,"A","A",4
8340511,"ISA512","202210",NA,"A","A+",4
8340511,"ISA514","202210",NA,"A","A",4
8340511,"ISA591","202210",NA,"A","A+",4
8340511,"ISA616","202210",NA,"A","A",4
8340511,"ISA630","202220",NA,"A","A",4
8340511,"ISA632","202220",NA,"A","A",4
8340511,"ISA633","202220",NA,"A","A",4
8340511,"ISA634","202220",NA,"A","A",4
8340511,"ISA650","202215",NA,"A","A",4
8340511,NA,"202220",NA,"A","A",4
8340511,"MGT291","202010",NA,"A","A+",4
8340526,"ACC221","201910",NA,"B","B+",3.3
8340526,"BUS104","201910",NA,"B","B+",3.3
8340526,"CSE148","201920",NA,"A","A-",3.7
8340526,"ECO201","201910",NA,"A","A-",3.7
8340526,"FIN301","202020",NA,"B","B",3
8340526,"ISA225","202010",NA,"A","A-",3.7
8340526,"ISA235","202010",NA,"B","B",3
8340526,"ISA245","202020",NA,"A","A-",3.7
8340526,"ISA291","202020",NA,"A","A-",3.7
8340526,"ISA365","202020",NA,"A","A-",3.7
8340526,"ISA401","202120",NA,"A","A-",3.7
8340526,"ISA414","202120",NA,"A","A+",4
8340526,"ISA491","202110",NA,"B","B+",3.3
8340526,"MGT291","202110",NA,"A","A",4
8342493,"ACC221","201920",NA,"B","B+",3.3
8342493,"BUS104","201920",NA,"A","A-",3.7
8342493,"CSE148","201910",NA,"B","B+",3.3
8342493,"ECO201","202010",NA,"B","B+",3.3
8342493,"ISA225","201920",NA,"B","B+",3.3
8342493,"ISA235","202010",NA,"A","A",4
8342493,"ISA245","202120",NA,"A","A-",3.7
8342493,"ISA281","202120",NA,"B","B+",3.3
8342493,"ISA291","202120",NA,"B","B",3
8342493,"ISA365","202220",NA,"B","B-",2.7
8342493,"ISA401","202210",NA,"B","B",3
8342493,"ISA414","202210",NA,"B","B",3
8342493,"ISA444","202220",NA,"C","C",2
8342493,"ISA491","202210",NA,"C","C",2
8342493,"ISA495","202220",NA,"A","A",4
8342493,"MGT291","202020",NA,"A","A-",3.7
8350002,"CSE148","201930",NA,"A","A-",3.7
8350002,"ECO201","201910",NA,"D","D+",1.3
8350002,"ISA211","201920",NA,"B","B+",3.3
8350002,"ISA235","202010",NA,"A","A-",3.7
8350002,"ISA245","202015",NA,"B","B+",3.3
8350002,"ISA281","202110",NA,"A","A",4
8350002,"ISA291","202030",NA,"A","A-",3.7
8350002,"MTH151","201810",NA,"B","B-",2.7
8350888,"ACC221","202010",NA,"C","C-",1.7
8350888,"BUS104","201910",NA,"B","B+",3.3
8350888,"CSE148","201920",NA,"A","A-",3.7
8350888,"FIN301","202215",NA,"C","C",2
8350888,"ISA225","202020",NA,"C","C",2
8350888,"ISA235","202010",NA,"B","B",3
8350888,"ISA245","202110",NA,"D","D+",1.3
8350888,NA,"202220",NA,"B","B-",2.7
8350888,"ISA281","202120",NA,"D","D",1
8350888,"ISA291","202120",NA,"D","D+",1.3
8350888,NA,"202230",NA,"B","B-",2.7
8350888,"ISA365","202210",NA,"C","C+",2.3
8350888,"ISA401","202120",NA,"D","D-",0.7
8350888,NA,"202220",NA,"C","C",2
8350888,"ISA414","202210",NA,"D","D+",1.3
8350888,NA,"202310",NA,"B","B+",3.3
8350888,"ISA444","202210",NA,"D","D-",0.7
8350888,NA,"202310",NA,"B","B-",2.7
8350888,"ISA491","202210",NA,"D","D+",1.3
8350888,"ISA495","202310",NA,"A","A-",3.7
8350888,"MGT291","201915",NA,"A","A",4
8350888,"MTH151","201920",NA,"B","B",3
8351630,"ACC221","201910",NA,"A","A-",3.7
8351630,"BUS104","201920",NA,"A","A-",3.7
8351630,"CSE148","201910",NA,"A","A",4
8351630,"FIN301","202210",NA,"B","B",3
8351630,"ISA225","202010",NA,"A","A-",3.7
8351630,"ISA235","202020",NA,"B","B+",3.3
8351630,"ISA245","202120",NA,"B","B+",3.3
8351630,"ISA281","202110",NA,"B","B-",2.7
8351630,"ISA303","202120",NA,"B","B",3
8351630,"ISA321","202110",NA,"A","A",4
8351630,"ISA365","202220",NA,"B","B",3
8351630,"ISA401","202220",NA,"B","B+",3.3
8351630,"ISA414","202210",NA,"B","B-",2.7
8351630,"MGT291","202010",NA,"B","B+",3.3
8354482,"ISA225","201910",NA,"B","B+",3.3
8354482,"ISA281","202110",NA,"A","A-",3.7
8354482,"ISA291","201920",NA,"C","C+",2.3
8354482,"ISA401","202010",NA,"B","B",3
8354482,"ISA406","202020",NA,"A","A+",4
8354482,"ISA414","202120",NA,"A","A",4
8354482,"ISA491","202010",NA,"B","B",3
8354482,"MTH151","201810",NA,"A","A-",3.7
8354519,"ACC221","201910",NA,"B","B+",3.3
8354519,"BUS104","201910",NA,"A","A-",3.7
8354519,"CSE148","201810",NA,"A","A",4
8354519,"ECO201","201820",NA,"A","A",4
8354519,"FIN301","202030",NA,"A","A-",3.7
8354519,"ISA225","202010",NA,"A","A-",3.7
8354519,"ISA235","201920",NA,"B","B+",3.3
8354519,"ISA245","202010",NA,"A","A+",4
8354519,"ISA281","201920",NA,"A","A",4
8354519,"ISA291","202020",NA,"A","A-",3.7
8354519,"ISA301","202010",NA,"A","A-",3.7
8354519,"ISA387","202010",NA,"A","A-",3.7
8354519,"ISA406","202020",NA,"A","A-",3.7
8354519,"ISA495","202110",NA,"A","A",4
8354519,"ISA512","202110",NA,"A","A",4
8354519,"ISA514","202020",NA,"A","A-",3.7
8354519,"ISA591","202110",NA,"A","A",4
8354519,"ISA616","202110",NA,"A","A",4
8354519,"ISA630","202120",NA,"A","A",4
8354519,"ISA632","202120",NA,"A","A",4
8354519,"ISA633","202120",NA,"A","A",4
8354519,"ISA634","202120",NA,"A","A-",3.7
8354519,"ISA650","202115",NA,"A","A",4
8354519,NA,"202120",NA,"A","A",4
8354519,"MGT291","201920",NA,"A","A-",3.7
8354519,"MTH151","201810",NA,NA,"A+",4
8355890,"ACC221","201920",NA,"B","B",3
8355890,"BUS104","202010",NA,"A","A",4
8355890,"CSE148","201920",NA,"B","B+",3.3
8355890,"ECO201","201910",NA,"A","A",4
8355890,"FIN301","202120",NA,"A","A",4
8355890,"ISA225","202010",NA,"A","A",4
8355890,"ISA235","202010",NA,"A","A-",3.7
8355890,"ISA245","202020",NA,"A","A",4
8355890,"ISA281","202020",NA,"A","A",4
8355890,"ISA291","202020",NA,"A","A",4
8355890,"ISA321","202120",NA,"B","B",3
8355890,"ISA401","202110",NA,"A","A",4
8355890,"ISA414","202120",NA,"A","A",4
8355890,"ISA444","202110",NA,"A","A",4
8355890,"ISA495","202120",NA,"D","D",1
8355890,"MGT291","202020",NA,"B","B-",2.7
8355890,"MTH151","201810",NA,"A","A+",4
8357001,"BUS104","202010",NA,"A","A-",3.7
8357001,"CSE148","201920",NA,"B","B-",2.7
8357001,"ECO201","201820",NA,"B","B",3
8357001,"FIN301","202215",NA,"C","C-",1.7
8357001,"ISA225","202120",NA,"B","B",3
8357001,"ISA235","202020",NA,"B","B-",2.7
8357001,"ISA245","202120",NA,"B","B-",2.7
8357001,"ISA281","202210",NA,"B","B-",2.7
8357001,"ISA301","202210",NA,"B","B-",2.7
8357001,"ISA387","202210",NA,"B","B-",2.7
8357001,"ISA401","202210",NA,"B","B",3
8357001,"ISA405","202220",NA,"B","B+",3.3
8357001,"ISA406","202220",NA,"B","B",3
8357001,"ISA495","202220",NA,"A","A",4
8357001,"MGT291","202230",NA,"B","B",3
8357001,"MTH151","201910",NA,"B","B-",2.7
8358602,"ACC221","201820",NA,"B","B",3
8358602,"BUS104","201820",NA,"A","A-",3.7
8358602,"CSE148","201810",NA,"B","B",3
8358602,"ECO201","201910",NA,"A","A",4
8358602,"FIN301","201920",NA,"B","B+",3.3
8358602,"ISA225","201920",NA,"A","A",4
8358602,"ISA235","201910",NA,"A","A-",3.7
8358602,"ISA245","202020",NA,"A","A",4
8358602,"ISA281","202020",NA,"A","A",4
8358602,"ISA291","202010",NA,"A","A-",3.7
8358602,"ISA401","202110",NA,"A","A",4
8358602,"ISA414","202110",NA,"A","A-",3.7
8358602,"ISA444","202120",NA,"B","B+",3.3
8358602,"ISA477","202110",NA,"A","A+",4
8358602,"ISA491","202110",NA,"A","A",4
8358602,"MGT291","201920",NA,"C","C+",2.3
8358602,"MTH151","201810",NA,"A","A+",4
8359278,"ACC221","201910",NA,"C","C",2
8359278,"BUS104","201910",NA,"B","B",3
8359278,"CSE148","201810",NA,"D","D",1
8359278,NA,"202010",NA,"A","A",4
8359278,"ECO201","201820",NA,"B","B",3
8359278,"ISA225","202020",NA,"A","A",4
8359278,"ISA235","202020",NA,"A","A-",3.7
8359278,"ISA245","202110",NA,"B","B",3
8359278,"ISA281","202020",NA,"B","B",3
8359278,"ISA291","202110",NA,"B","B",3
8359278,"ISA401","202120",NA,"C","C-",1.7
8359278,"ISA414","202120",NA,"A","A",4
8359278,"ISA491","202120",NA,"B","B",3
8359278,"MGT291","202010",NA,"B","B",3
8359870,"ACC221","201820",NA,"B","B",3
8359870,"BUS104","201820",NA,"B","B",3
8359870,"CSE148","201810",NA,"B","B+",3.3
8359870,"ECO201","201910",NA,"A","A",4
8359870,"FIN301","202010",NA,"B","B+",3.3
8359870,"ISA225","201910",NA,"B","B+",3.3
8359870,"ISA235","201910",NA,"A","A",4
8359870,"ISA245","201920",NA,"A","A-",3.7
8359870,"ISA281","201920",NA,"A","A-",3.7
8359870,"ISA291","201920",NA,"B","B+",3.3
8359870,"ISA401","202010",NA,"B","B",3
8359870,"ISA414","202010",NA,"C","C+",2.3
8359870,"ISA496","202020",NA,"A","A",4
8359870,"ISA591","202010",NA,"C","C+",2.3
8359870,"MGT291","201920",NA,"B","B-",2.7
8359870,"MTH151","201810",NA,"A","A",4
8362430,"ACC221","201910",NA,"A","A",4
8362430,"BUS104","201820",NA,"A","A",4
8362430,"CSE148","201810",NA,"A","A-",3.7
8362430,"ECO201","201910",NA,"A","A+",4
8362430,"FIN301","201920",NA,"A","A",4
8362430,"ISA225","201910",NA,"A","A+",4
8362430,"ISA235","201910",NA,"B","B",3
